10000
987783	2043	403810	315447	253179
445093	594584	176426	62315	466324
306265	315597	904252	302422	645678
561921	667956	883819	76520	569326
506824	128189	976082	386614	533369
946033	342848	618627	203186	398836
313931	363024	784123	777183	679353
79739	814150	216023	321696	140191
973667	824929	973209	315967	408241
484448	425954	50387	550685	690035
462723	70910	214490	850553	474733
450460	731982	240380	530703	194498
294950	206436	530158	907187	143750
198990	787079	534251	299810	293322
308093	342529	823041	531700	129810
431539	3896	688570	806358	255526
718351	542406	636046	837055	877499
443388	861362	577793	98606	412691
147301	537745	605570	32130	322574
666519	491394	981026	513082	83802
15193	946107	541452	187322	883252
54282	445043	449759	480913	222974
103535	97984	933985	284350	107723
638999	444504	992577	429655	764576
385814	399797	297685	834896	188188
280586	559488	987519	868209	887860
602730	303071	762766	879445	187475
25061	855594	284344	280567	982768
518451	633470	923960	278894	633442
918095	36192	706327	399060	990809
772381	953585	248328	838853	740404
608619	690475	721445	785148	965180
884165	901142	756168	413475	771244
285808	601065	712126	5007	706051
921996	600502	69184	221932	298322
611360	608496	381659	704563	888400
653652	113013	959788	433683	349934
88583	293504	485355	603955	714252
904647	50881	475440	249985	666247
686018	511421	806998	221948	367655
148736	148843	377416	265312	600777
979244	982424	422619	779645	518499
125728	927467	819749	327507	352423
371413	287423	900728	867956	534745
787678	978502	779301	336812	580980
151712	318743	331414	203024	46334
828266	322077	711804	972219	222955
478402	631339	929491	796004	503913
418836	331743	119636	58527	216497
230268	116318	207578	741242	361531
139563	191427	463790	315112	142870
819826	684185	68193	542144	391276
327153	747208	973649	150636	511266
26883	418330	398794	128066	104885
314635	893775	522357	281668	619657
903723	918634	897615	655475	90692
362545	516821	596129	439298	531798
287991	643232	936115	148501	738145
361553	22408	867881	222540	608939
226896	83230	441080	238642	452532
297771	814035	90247	25395	179562
716383	112841	331100	159929	902267
556991	621981	358740	633324	607912
778680	656966	701638	205225	956510
624664	151905	952506	208652	998541
158968	41247	347255	643319	964065
808432	243024	369552	789304	170516
856318	870968	213378	663776	63237
933252	197432	188541	163609	183973
294276	256500	868353	214821	930771
542511	751607	685235	107942	304095
335216	289042	292734	906695	196032
623961	498990	978815	733029	341810
34664	764474	515878	192267	174077
916453	25337	750393	192702	528457
932555	798784	761966	824825	633488
256383	594632	360271	193478	633925
619939	605077	277658	680115	345077
527337	787181	296858	159461	483798
727270	861450	702369	474303	543211
960808	186482	141554	381049	52154
739715	906748	305616	193145	939373
33459	420072	976265	399285	623962
879208	8952	899642	205320	911289
367191	651402	414846	667905	655393
692609	790097	142787	824905	578218
362485	19476	851101	448527	943075
561899	472449	671170	65665	882242
908390	146348	613083	805188	415869
203828	119171	367603	522366	736753
219066	3896	337354	914406	529277
837502	114545	482499	309598	315617
433963	996662	84505	952419	461245
309117	487365	966086	435492	18895
766878	848904	887263	571524	699349
326951	539215	606204	585013	14809
686047	461156	47701	918964	107345
26753	412157	73877	986468	85159
966353	729484	6921	350796	282223
998761	301461	717281	512877	431
604938	326787	58763	314528	616256
413378	850501	33061	669689	860176
53693	29965	393817	927573	947284
372430	341205	204987	187134	294879
42161	502809	421975	734192	758206
985230	712309	624543	140041	764546
791612	643700	925256	236407	951106
362276	828308	289767	447895	11316
993957	990871	504418	363940	440450
732612	317066	843353	5760	763683
681516	774387	954865	296036	556107
53318	124945	855511	494132	962367
847163	893007	552083	883536	458813
710994	293145	332603	647807	813984
340863	660315	444553	349679	790074
1117	5185	193735	396783	920541
111292	463145	464840	348688	262802
170892	519602	907269	211962	755842
23276	7957	733898	919980	279608
876928	759555	391204	351995	292063
410826	140021	267681	700129	594124
164978	903718	419095	953342	361980
33166	441354	887386	178504	738896
686500	255297	847952	487556	224062
239518	242182	123897	179376	950059
910413	8126	592372	788906	418674
139178	80347	762908	572856	769609
364562	928858	83667	562297	530656
439276	402682	80252	35449	378089
752558	314052	276631	777179	154389
438860	387461	125394	802881	930544
46829	552581	555271	354090	227893
126268	136509	309965	749694	613284
426934	292631	275903	893336	609060
813942	721096	238850	734364	414349
153933	739891	317184	941870	77833
896067	937124	854446	373429	917207
276071	71244	565555	746868	878419
377246	697390	679823	353029	326144
112115	46682	315426	858003	879982
500938	751911	441833	234794	817158
987453	640298	472551	325583	982468
116567	528175	519723	803435	260842
337599	539680	686212	444019	887706
277058	372260	400450	151920	277487
920067	898062	781735	165779	667572
423186	310276	232909	982879	225373
283853	808373	908827	219506	48114
87762	156713	769749	68066	358454
676054	887925	574505	44724	593618
671387	718279	85077	499769	854267
58121	172586	825034	691563	105329
415189	75367	8420	622024	25454
45672	764329	556255	44879	617170
550734	40935	572883	28453	764993
772234	330614	116254	969407	425473
469284	49344	210984	65694	384041
35319	520595	177298	483901	442110
644685	996549	177056	484388	5314
767656	305535	554681	215780	509953
77444	83857	108438	517746	124928
944232	158125	259341	61443	920119
366957	741844	285638	365294	315011
145530	876331	958090	31781	936294
941727	971134	346048	390199	642952
715085	481539	775755	588454	815272
539259	828442	603485	817607	275890
689429	724483	313925	740291	374309
310052	143064	839495	85538	297080
541288	51485	114513	454807	360927
286730	566108	26336	787470	275178
172659	665789	537234	64599	388104
14291	486096	327897	703862	585583
248140	665971	191068	988942	326999
24704	151636	581074	499326	246689
220815	495288	122510	543027	341054
913325	323279	4401	22338	141851
426705	221233	576691	224240	686458
302337	478555	117547	128023	205993
91347	218649	898600	668215	899576
71910	557758	608236	338719	169294
701527	429680	89735	459969	603703
365920	591574	997260	919489	204394
429235	312234	604623	820932	532213
938846	332706	287092	558037	556095
672450	18468	462331	986724	314634
946431	38941	20375	706688	871943
83983	28220	748083	258927	937803
472335	873982	141062	886364	390432
621569	660423	471941	35436	870793
178815	981652	970809	498159	447342
699174	32232	334199	971552	949376
264387	497334	707738	736519	819095
272301	750400	513086	716808	131121
932427	618721	755289	67355	234014
983345	525580	779787	286484	461806
383382	241835	736670	45412	480883
603779	549823	472160	573454	13853
802422	121560	974725	192936	232414
107620	51950	401342	928635	793721
498383	356441	52446	179322	24541
495936	384573	232256	254426	800295
52388	433691	217014	311504	955916
991262	197345	714106	170653	538703
156106	197269	230088	745485	393798
933083	266139	93522	785639	56479
455934	67181	465613	581906	697853
29478	454205	722344	183775	999449
730060	188337	862412	502142	178436
245978	463986	431685	203883	22468
929334	529360	487566	475539	243977
207784	477169	741178	170010	249215
47970	903757	299394	95200	996430
905117	907168	267131	778830	25126
138456	817607	221615	92367	474598
46155	816990	339036	809826	209737
311598	595558	766802	150330	639581
828477	855589	497796	312841	143737
877217	37977	342345	162949	6093
268142	178137	982248	699843	891254
346531	882682	253486	780678	991529
887646	877112	425527	392571	773467
847281	464576	189607	436825	941309
786363	83084	295457	881917	39803
29421	335354	362812	396351	12193
119306	118309	849940	88487	877155
310622	337517	31155	802079	935767
131307	111472	10196	136984	586325
238998	161811	177857	77758	368869
275787	691622	451564	411882	712427
877601	929063	180999	106873	987867
677559	826179	93650	887817	24421
531649	168326	662320	982956	464004
234971	133341	33944	419566	334469
839810	183550	37345	561404	51424
508499	707070	428662	589531	19197
532964	972934	915273	648939	376492
765941	542299	507694	401486	641774
481061	715770	325223	640346	951888
631098	480550	542813	580878	890597
375749	682557	107154	26989	321540
213714	191059	115666	436295	935074
141258	596721	498997	533265	823259
976883	290737	491444	677899	487206
610455	702463	834025	26282	924836
667308	766725	755219	187205	954229
944002	589452	976734	381067	413606
992189	965899	169840	400004	901822
546872	253362	204868	663983	812521
514992	429961	12538	399103	281954
481797	189307	430062	642268	102568
78087	289250	927588	675964	422028
995847	548021	987090	694509	633922
589127	882941	902223	554207	469236
248628	925471	501787	538669	748359
161961	670649	153731	794154	438841
377125	563730	675953	699790	973571
720808	343352	558564	360167	543103
375943	873375	229598	153225	73676
105770	881683	286817	604876	305520
125754	146951	655180	182515	987744
925872	567668	359185	616141	515654
306770	264360	957482	129145	453303
568082	822488	576346	422248	69004
150663	46831	16128	290862	138844
983313	44104	431461	590646	95389
230567	253382	267625	876221	10461
532327	642657	25764	648132	492647
601101	18791	899868	102849	583620
239331	816443	795348	25836	384537
838281	38424	895885	261527	280203
64454	942514	712279	951964	357614
822558	584745	37473	512497	350497
223158	183754	415264	364011	57430
940140	160324	757589	785179	202864
869953	573114	998861	129825	453399
997692	254639	176585	906506	960867
36128	580543	646954	83000	909551
587212	436480	387932	507071	910007
445939	996288	9751	246223	929996
664797	747945	946024	905421	534948
929172	792378	822790	830194	477863
813926	254737	102491	13885	640767
788445	112636	649686	453438	927851
321857	940975	269982	302430	554542
200916	354465	556489	440406	611219
841897	178025	429740	446467	834215
437331	685506	154360	215133	378610
627356	661538	338235	750496	795475
100094	953797	139245	881759	719242
93870	957144	636509	934847	459873
64025	631366	821962	987940	649400
375304	810889	110419	9872	431215
407310	961848	635827	133892	155882
602595	626063	684857	740633	122585
229335	206848	365671	169433	529749
345671	313103	453244	278718	715076
47229	535318	399014	604639	773817
845111	847416	502253	712139	210565
127193	780568	819742	328179	194989
486387	422752	460371	995792	115081
234957	648067	967928	213658	46424
38813	792802	234391	213243	923941
93330	275881	569843	486984	481351
293736	108424	684003	34277	399548
450098	377837	45846	495903	5660
199622	407254	330371	283408	138983
492951	513602	906205	159138	706027
447502	519834	87575	834316	69410
311702	613674	420024	55421	412202
528721	29228	100808	225087	776272
142879	982327	246761	262169	642934
493248	68659	654434	942110	348405
354543	747408	117981	505878	758501
928354	202113	592638	351216	795934
734645	404415	114091	288907	344697
948789	616725	273490	35445	727789
540597	475346	285863	650990	284176
392181	422458	703529	425213	971096
714421	263776	837731	299742	995093
555232	272513	12064	13161	214277
204142	710604	621736	553005	867778
962131	126917	981555	584828	789892
332664	547732	748649	513806	275421
294722	217504	845168	606639	676082
729483	567975	425277	752197	581348
517360	876997	837875	743464	279527
910951	104548	658252	12283	221828
406159	915000	601909	410637	153560
897097	334273	334616	466738	50431
527254	286358	816282	173682	928314
510305	631099	136562	753078	490295
633559	238632	914356	273772	145378
187972	286446	718379	215642	558914
213401	161448	67236	616651	521806
971033	86425	591968	801318	666802
977857	308409	547104	156950	912580
654841	901175	760479	598762	967831
274348	307180	879463	570888	335668
962777	686986	756914	997437	259551
827586	187524	894146	819068	167126
710492	976740	344589	207428	956173
98000	294693	937865	557185	711554
322560	786962	978991	265119	219161
505671	764414	981534	493125	716264
220739	892253	770353	469567	33377
280742	739619	685014	48757	356050
297549	512343	146976	168913	419352
416009	355633	402452	330889	765091
858143	333894	461088	503430	899483
598455	350990	542796	567405	745823
700392	542284	83095	475183	522709
456393	778513	683139	140640	105451
627163	275239	120035	553018	843300
717966	547832	87307	609188	600771
703670	891043	412924	614134	669475
622208	906386	631834	179731	871375
162900	337739	307803	777213	138835
117023	647156	639745	920492	711364
642477	844483	302099	140281	534412
278277	760024	428505	418759	850802
22830	656005	780816	616942	847752
717660	789245	638647	821965	684072
399741	689275	666417	479021	876588
381098	819179	522282	569783	686190
616111	308141	500276	106162	734103
356824	347207	91866	50312	873590
383173	313447	738495	544847	596235
569008	618744	838230	316607	879280
410312	712000	156095	925864	204673
908259	569229	26848	493812	208747
657	57931	352230	969840	200171
999990	538019	297937	786171	504923
653007	414593	258608	934617	266427
782563	67383	231544	788089	249721
442915	381003	261371	168347	718598
802146	848646	729598	149044	952497
224221	700547	555542	343547	363315
964765	426974	935831	730271	407131
93156	999962	543913	59415	69752
674300	995984	844657	168820	366244
281818	755087	804795	605354	148252
866174	635830	667802	598257	633226
617835	554626	359888	52446	999075
155270	952947	66830	610317	999402
762113	540358	831613	592445	209273
659575	256088	619966	547103	891422
537294	385901	401784	331632	19514
622700	817022	278738	421450	288263
312832	537858	503690	527419	181857
507597	574604	601268	429415	443026
6179	576478	750759	53213	956811
585523	790922	492709	915905	60859
438803	527624	292307	135103	703024
335242	314752	612562	405078	53079
753219	795548	231300	430292	378620
41939	810268	902978	521703	883388
329824	342095	667482	498193	832
487668	329960	342068	609528	55555
511150	736570	548033	652430	594366
506711	505731	549043	734328	839634
406115	395082	640238	669370	148110
232671	88715	169068	519869	46416
537080	773860	424036	129145	205663
243107	924873	177109	350485	796661
763414	679122	746634	949030	382884
696983	793023	343008	41890	341215
80391	71081	918581	278320	585456
900245	819870	53653	530976	936872
674065	476585	549171	188866	556763
685686	207377	258745	406882	55846
694614	801052	586365	595461	567716
93395	768263	818112	596700	652709
144117	850453	244397	370145	319121
101802	801219	31710	850395	980997
686992	583144	675986	692237	620360
390055	692270	969868	60017	579460
551899	259147	448025	862232	892261
603779	946888	578932	538993	876588
108671	378700	365698	542292	811955
766124	523527	141411	544302	510386
243213	64752	901994	549320	513808
787035	406024	212143	385631	879144
938270	695042	381225	892720	7145
200245	964902	563061	289394	904664
647405	469507	182824	543493	883896
289956	478828	437733	838612	339508
849489	916729	768557	688836	213007
104060	673319	288669	528954	535403
99266	796394	635121	189881	860313
189892	84404	366398	1690	512187
380610	149589	339019	274517	638697
377828	787006	103989	375196	465316
25023	35037	858662	108812	131770
9768	335469	5311	120707	729118
285974	587820	490582	746456	645523
123544	514008	967303	800417	230272
175892	919297	409397	66734	67296
532459	564014	178810	17006	898322
221530	437347	720962	187336	623215
160823	851050	755214	883687	479647
558106	391887	7508	234675	356339
733956	251362	988807	854126	500461
342226	350860	12220	442201	633639
89154	421779	85478	472407	71903
237755	310374	127746	817269	353149
4703	959228	458110	136829	63433
912429	500467	639292	752359	204623
437116	215914	879645	704140	739979
517869	784078	535402	601140	995240
226104	842961	55384	301415	275853
590257	519377	730696	139892	858451
533924	967425	793944	846747	160800
141943	797578	600064	413481	864948
569151	280096	21629	577184	501034
235318	865410	903756	977249	304531
484741	110367	743795	256026	777966
227632	775017	367415	759636	194349
503544	671771	939965	6722	509302
957427	821432	265254	346374	309737
253374	201604	244875	652763	145032
767833	109707	611567	170118	902501
737184	71766	987953	547705	874390
207862	993025	794498	921011	987321
920347	857695	418778	245540	750507
772241	92094	95557	715752	186795
653937	116066	533485	204403	57524
231337	236381	127560	274735	841906
780760	811594	425452	355212	235158
778156	862834	116513	853605	226911
963393	543411	302378	496814	445944
686434	135094	746373	391858	219488
591509	248347	981453	455011	276610
223388	836817	142559	59538	964582
587531	777117	976332	544604	176581
347214	13137	838881	768041	162854
941640	227795	676293	984126	54273
917000	518644	11739	440045	388955
8548	584243	106224	885784	340788
109003	401529	82565	511441	142875
775877	580048	237437	739969	364953
273673	364867	524061	529782	319463
835535	120359	120829	951703	272076
777758	331509	456594	246809	935135
793337	906201	693087	913336	66721
145155	801445	63066	852934	212177
248564	263851	45905	493750	159899
961242	355261	717869	10403	746224
1877	490801	240115	991146	930828
614542	503048	854779	700256	452438
6066	554296	107177	555105	865147
979267	479194	478743	654368	871875
361902	802382	467233	227820	343980
763751	454437	527228	247032	190609
394364	281602	297128	917154	887553
694684	285475	82256	364890	847381
12650	176834	608125	746647	251579
135417	839426	298603	996287	52383
828096	137417	816597	239462	64877
911771	200028	737277	238385	341299
338211	683505	924367	833991	300442
377939	395247	217326	336182	91027
163576	605996	932378	507798	825975
445946	432750	60991	811105	964189
652881	845914	855408	375995	443448
920544	973321	601005	680087	705298
384651	28897	585511	866709	469634
748783	484648	325799	809953	141795
807347	258357	215747	538639	28353
114109	282968	347364	271300	36454
241603	327901	580228	433779	643953
566241	857400	225749	990635	927632
597618	344318	794083	312021	361029
705290	775893	934299	154811	453443
317780	112609	649970	574875	280465
225324	182386	525711	23915	785714
544385	118876	904745	27457	817983
708207	732574	692595	315790	706148
97869	891930	556081	970847	738732
518989	703753	175805	538904	880094
701329	307052	487466	958210	478893
827834	107012	267562	546958	45317
88533	241218	464855	883389	423739
956929	138344	140635	360472	232209
783320	287021	458182	902224	126490
970802	935159	149392	707958	20931
135123	585884	978338	463589	549449
484097	232079	113853	81423	914476
772345	77480	27772	545352	302099
230024	512332	879837	164174	84953
161283	454815	783984	4113	112687
768955	437038	328401	143575	784500
594374	106728	618069	55131	423305
895188	248924	518019	386225	976455
312133	18739	216038	587774	974492
806788	835653	895734	26162	611007
1490	954003	832116	189602	916021
186748	699774	203045	68428	897723
692569	924236	724393	294726	45285
829691	568793	885824	737465	710039
46415	682829	609471	829414	664835
212430	672258	885217	218245	230113
540477	2587	452713	978742	934354
795779	691133	534819	165660	341290
42654	404287	398783	494800	220829
146891	670786	835088	399165	281328
575789	100031	972774	677359	340003
566510	111529	814540	720689	391145
183810	110500	348309	338241	680202
133654	312209	27799	740137	660807
755845	393829	332899	881588	503860
943990	529804	674303	383137	275951
637533	507260	519848	400251	658134
87575	838122	488936	504105	910387
473576	745216	588486	917933	625456
560355	926063	348882	59310	76710
443046	124564	594830	767964	641906
103550	561319	823440	809729	62943
856454	224123	94619	152346	105591
1665	438542	32992	459828	590923
515984	107344	200541	441805	330508
168765	934974	16184	382429	347845
442475	90269	829312	762819	278212
571841	425172	989712	766218	694845
237338	109442	628296	506926	157530
754785	550307	214996	821961	948553
294210	969598	558207	343098	791041
556236	785699	362926	564786	189453
230657	794032	455873	659843	910774
162074	734022	938204	301401	806513
86251	426108	921744	547556	323187
657689	539809	504875	491682	640352
256271	126595	519782	35213	997815
982360	701342	29638	56543	517817
539086	631301	351059	657232	513072
266067	927652	88062	171271	416636
683698	770104	998553	664306	520470
866561	887527	538820	733674	240801
719948	900275	477421	410588	940617
300691	167196	962911	857543	165960
670732	348793	99626	751594	836994
79300	851239	667767	702159	48375
711843	774794	136415	90634	848366
233741	501056	133830	384216	582211
106266	182712	345222	893677	875339
128842	66198	348928	88298	552653
140161	72748	760795	973790	772985
27625	79877	451415	48688	117544
123960	897817	89128	301535	759631
577525	220256	150247	274726	830888
215802	223959	390161	795324	975516
282872	205893	395926	901361	646633
502394	189816	150474	712774	431280
95434	813688	637258	647682	728604
669153	64146	37656	957552	162773
631423	319391	290899	155806	447659
872262	974687	541576	354882	995676
595279	638312	955267	795081	55694
163754	544055	891409	655985	970678
923244	612670	230919	410381	808959
911944	186767	683839	3204	893940
522027	829810	376770	822518	380382
385899	815028	23512	312584	946018
336639	463869	786531	128918	292297
366656	405267	115563	971007	185321
723323	729325	690399	935474	662675
5277	390497	983655	217538	975350
15862	649705	105743	869819	927291
162846	472586	234076	669931	15686
410929	137441	407775	342932	77624
96306	485276	437733	395614	926862
211929	266584	245252	593828	74262
381354	916306	180342	289891	800034
640995	704725	668548	247211	943698
475137	145069	608815	510278	511084
915520	255728	616157	119918	235851
619241	523636	866756	410246	288013
522207	942884	275803	352381	630561
281113	903439	964805	19484	188980
228708	740742	425076	208279	847879
613997	941441	683539	791034	635480
295891	495407	442867	861856	133020
282148	207269	394791	783535	656831
394509	176630	873764	400971	996223
178669	787359	566515	355487	948689
546582	503255	354063	675193	635730
532188	861823	383411	233768	284801
986406	524615	885467	721875	911753
714057	745772	867309	289039	37146
503388	571173	431724	466050	177314
287992	801652	920053	69553	763209
966768	535932	558063	865857	877958
350313	684118	25024	328901	626539
441056	428492	121881	326872	102088
162340	798660	919776	28104	531425
329250	575563	376148	152444	911808
707077	772626	449496	396469	766589
299700	30011	448669	420854	616407
374893	229687	774739	80780	713692
317816	793102	811081	859630	491593
666678	155581	378675	896865	336337
347732	773082	83643	222222	448095
886928	220325	808461	413059	928124
345634	488643	340224	37886	64331
65978	418767	905887	865718	509991
129740	202530	611582	963632	667780
216547	280754	32420	768532	753255
125763	337111	875793	910527	14698
845932	581875	662087	317926	692156
326756	275950	579552	768662	199545
331558	371845	154424	757949	170419
340180	717905	402105	143810	595126
843963	408373	275371	714375	262344
310461	756461	570361	540366	172816
517414	391841	795317	177081	279922
167451	2713	232103	531404	350401
743856	267442	188033	204514	37631
99904	358686	718186	671977	642989
346816	238893	415778	557958	704243
699795	858098	416775	746982	560066
308318	259223	327867	893200	362169
183683	675001	250719	500656	70814
86348	526037	947902	828570	123932
34297	240049	623939	381314	954737
248747	274180	658210	766298	274183
370554	359870	729434	635624	981625
500073	532173	641492	959192	2040
591804	122712	422381	737069	534363
81930	272566	83056	617184	546279
631759	386156	297975	917230	55389
403627	458113	93719	581029	357450
597897	362878	971543	291491	359175
877558	252658	143714	827642	228698
887695	426478	153993	432741	812014
781001	739714	209794	968467	294875
778173	858970	223976	677491	73377
906685	355680	291157	913503	845271
90189	260255	494121	486620	813574
729349	580105	533552	279256	320662
144779	315681	567456	418050	400788
24	924650	893253	863555	375242
47449	807361	370065	659349	911552
140038	262165	449590	982178	453320
734260	636951	969245	592903	31693
900100	871415	473574	493953	886135
779606	765038	525232	623400	746045
776396	399509	249392	175167	630839
29792	850860	617997	69115	957990
186670	716598	645648	748202	290607
486658	287399	593062	294257	714511
809664	508167	940963	223268	278748
785651	215559	788304	736523	555143
990775	139044	600643	909563	746675
174517	665294	276334	277318	641468
68579	558975	857386	594350	321194
289925	772314	64908	282201	790240
481590	638326	286020	645335	711922
848170	644471	438758	283850	944583
863908	769050	263226	992283	647854
813547	283206	936688	879708	698036
960046	911676	948469	926452	102891
947269	979583	932059	92880	553331
843650	643027	924257	333462	844362
134499	747314	436933	651036	447925
336273	17216	94382	597803	36565
946788	728396	868038	445214	644262
875319	81891	214976	636536	887539
956731	748372	88908	913065	415853
220160	292501	176381	17601	683863
84639	421166	282678	967068	744599
540358	693207	317543	536745	418907
364655	379204	961097	51960	136294
315058	558394	928642	533148	718812
630532	215106	24401	192235	163077
222569	25441	958922	957284	750408
378978	859297	171937	235968	134738
868602	116324	678289	20933	70691
523854	451643	683674	695277	306078
629477	366859	485643	162615	960151
918694	494594	730979	278538	369219
417456	448542	710905	184774	602509
180677	358316	108034	232246	517040
72694	442915	350330	296034	794453
300878	405390	608053	144121	908711
809299	774252	85291	782128	564916
181550	316946	637991	973388	890494
294681	421307	226323	565832	714789
792023	260690	493573	461087	675333
573029	743911	734361	751781	206008
61943	205968	389218	638107	545816
920338	356120	491088	919182	288759
255944	617510	571946	196783	386636
164769	679933	618120	209044	733133
703469	701058	648328	298801	655964
705860	377609	17401	912338	857715
677927	261066	320035	731198	966272
723434	226860	739360	614655	238263
52372	324473	209804	627690	749284
15129	821709	786825	925836	766833
218848	884567	412001	103531	459329
742033	822687	632012	657642	332828
475416	113116	809515	631298	732339
433481	491756	451319	7027	883978
586159	131608	58862	59523	964452
990102	888322	913298	252178	451443
658446	307997	366866	120275	932796
709482	601731	377916	360080	324737
630917	553617	988784	946053	955866
314739	831195	492506	492000	922750
102827	880387	574678	209612	631267
415008	719306	155206	826473	426912
